id,name,region,country,category,instagram_handle,instagram_followers_estimate,gender,eyewear_affinity,lenskart_relevance,notes
1719,Hossam Habib,Middle East,Egypt,Musician,hossam_habib_official,3000000,M,medium,watch_only,
1720,Amir Eid,Middle East,Egypt,Musician,,,M,medium,watch_only,Cairokee
1721,Mohamed Mounir,Middle East,Egypt,Musician,,,M,medium,watch_only,
1722,Donia Samir Ghanem,Middle East,Egypt,Actor,doniasgh,10000000,F,medium,watch_only,
1723,Mai Selim,Middle East,Egypt,Actor,,,F,medium,watch_only,
1724,Mohamed Lasheen,Middle East,Egypt,Actor,,,M,medium,watch_only,
1725,Ahmed Fahmy,Middle East,Egypt,Actor,ahmedfahmy,13000000,M,medium,watch_only,
1726,Mohamed Shahin,Middle East,Egypt,Actor,,,M,medium,watch_only,
1727,Sherif Mounir,Middle East,Egypt,Actor,sherifmounir_official,8000000,M,medium,watch_only,
1728,Karim Kassem,Middle East,Egypt,Actor,,,M,medium,watch_only,
1729,Çağatay Ulusoy (2),Middle East,Turkey,Actor,cagatayulusoy,16000000,M,high,collab_candidate,
1730,Burak Deniz,Middle East,Turkey,Actor,burakdniz,17000000,M,high,collab_candidate,Wears glasses
1731,Çukur actors,Middle East,Turkey,Actor,,,M,medium,watch_only,
1732,Akın Akınözü,Middle East,Turkey,Actor,akinakinou,18000000,M,medium,collab_candidate,Erkenci Kuş
1733,Furkan Andıç,Middle East,Turkey,Actor,furkanandic,10000000,M,medium,watch_only,
1734,Serkan Çayoğlu,Middle East,Turkey,Actor,serkancayoglu,8000000,M,medium,watch_only,
1735,Uğur Güneş,Middle East,Turkey,Actor,ugurogunes,8000000,M,medium,watch_only,
1736,Ali Ersan Duru,Middle East,Turkey,Actor,,,M,medium,watch_only,
1737,Alperen Duymaz,Middle East,Turkey,Actor,alperenduymaz,6000000,M,medium,watch_only,
1738,Gokce Bahadir,Middle East,Turkey,Actor,gokcebahadir,8000000,F,medium,collab_candidate,
1739,Özge Gürel,Middle East,Turkey,Actor,ozgegurel,15000000,F,medium,collab_candidate,
1740,Neslihan Atagül,Middle East,Turkey,Actor,nesliatagul,22000000,F,high,collab_candidate,Wears glasses
1741,Taner Ölmez,Middle East,Turkey,Actor,taneroolmez,7000000,M,medium,watch_only,
1742,Mert Yazıcıoğlu,Middle East,Turkey,Actor,,,M,medium,watch_only,
1743,İbrahim Selim,Middle East,Turkey,Comedian,,,M,medium,watch_only,
1744,Şebnem Bozoklu,Middle East,Turkey,Actor,,,F,medium,watch_only,
1745,Şükrü Özyıldız,Middle East,Turkey,Actor,sukruozyildiz,7000000,M,medium,watch_only,
1746,Dana Al Tuwarish,Middle East,Saudi Arabia,Influencer,danaaltuw,3000000,F,medium,watch_only,
1747,Mona Al Shehri,Middle East,Saudi Arabia,Influencer,monaalshehri,3000000,F,medium,watch_only,
1748,Yara (Yara Mohammed),Middle East,Saudi Arabia,Musician,,,F,medium,watch_only,Saudi pop singer
1749,Assil (Assil Issa),Middle East,Syria,Musician,,,F,medium,watch_only,
1750,Majid Al Mohandis,Middle East,Iraq,Musician,majid_almohandis,8000000,M,medium,watch_only,
1751,Kadim Al Sahir,Middle East,Iraq,Musician,,,M,medium,watch_only,
1752,Hussain al-Jasmi (2),Middle East,UAE,Musician,hussainaljasmicna,8000000,M,medium,watch_only,
1753,Rania Youssef,Middle East,Egypt,Actor,raniayoussef,3000000,F,medium,watch_only,
1754,Nelly Karim (2),Middle East,Egypt,Actor,,,F,medium,watch_only,
1755,Asser Yassin (2),Middle East,Egypt,Actor,,,M,medium,watch_only,
1756,Fatima Al Mulla,Middle East,UAE,Influencer,,800000,F,high,collab_candidate,UAE fashion influencer
1757,Anas Bukhash,Middle East,UAE,TV Host,anasbukhash,1500000,M,medium,collab_candidate,UAE talk show host
1758,Loujain Adada,Middle East,UAE,Influencer,loujainadada,5200000,F,high,collab_candidate,Lebanese-Saudi influencer based in UAE
1759,Hind Al Ous,Middle East,UAE,Influencer,,600000,F,high,collab_candidate,UAE beauty influencer
1760,Afra Al Mulla,Middle East,UAE,Influencer,,400000,F,high,collab_candidate,Emirati fashion content creator
1761,Sara Al Madani,Middle East,UAE,Influencer,,500000,F,medium,collab_candidate,Emirati businesswoman-influencer
1762,Khalid Al Ameri,Middle East,UAE,Content Creator,khalidalameri,3800000,M,medium,collab_candidate,UAE family content creator
1763,Salama Mohamed,Middle East,UAE,Influencer,salamamohamed,1400000,F,high,collab_candidate,Emirati beauty influencer
1764,Noor Stars,Middle East,UAE,YouTuber,noorstars,9000000,F,high,collab_candidate,Iraqi YouTuber based in UAE
1765,Aseel Omran,Middle East,UAE,Musician,,1200000,F,high,style_influence,Saudi singer
1766,Nader Hamdan,Middle East,UAE,Musician,,500000,M,medium,style_influence,Lebanese-UAE singer
1767,Hussain Al Jasmi,Middle East,UAE,Musician,hussainjasmi,6700000,M,medium,style_influence,Emirati singer
1768,Humaid Al Buqaish,Middle East,UAE,Content Creator,humaid,12000000,M,medium,style_influence,Emirati luxury lifestyle creator
1769,Mo Vlogs,Middle East,UAE,YouTuber,movlogs,10000000,M,medium,style_influence,Lebanese-Iranian UAE YouTuber
1770,Amer Zahr,Middle East,UAE,Comedian,,300000,M,medium,watch_only,Palestinian-American comedian in ME
1771,Rima Fakih,Middle East,UAE,Model,,400000,F,high,style_influence,"Former Miss USA, Lebanon-USA"
1772,Amena Khan,Middle East,UAE,Influencer,amenakhan,700000,F,high,collab_candidate,Hijabi style influencer
1773,Turki Al Sheikh,Middle East,Saudi Arabia,Influencer,turkialshaikhalkaabi,3000000,M,medium,watch_only,Saudi entertainment authority head
1774,Rashed Belhasa,Middle East,Saudi Arabia,Influencer,moneykicks,5000000,M,high,style_influence,Saudi sneaker/luxury influencer
1775,Yara,Middle East,Saudi Arabia,Musician,,1000000,F,medium,style_influence,Saudi pop singer
1776,Majid Al Muhandis,Middle East,Saudi Arabia,Musician,,2000000,M,medium,watch_only,Iraqi-Saudi singer
1777,Waad Mohammed,Middle East,Saudi Arabia,Actor,,1200000,F,medium,style_influence,Actress in Wadjda film
1778,Samba Al Qahtani,Middle East,Saudi Arabia,Influencer,,700000,F,high,collab_candidate,Saudi fashion influencer
1779,Sarah Al Wadaani,Middle East,Saudi Arabia,Influencer,,600000,F,high,collab_candidate,Saudi lifestyle influencer
1780,Fatima Almomen,Middle East,Saudi Arabia,Influencer,,500000,F,high,collab_candidate,Saudi beauty influencer
1781,Abdullah Al Muhannad,Middle East,Saudi Arabia,Actor,,800000,M,medium,style_influence,Saudi actor
1782,Ibrahim Al Hajjaj,Middle East,Saudi Arabia,Actor,,900000,M,medium,watch_only,Saudi actor
1783,Omar Borkan Al Gala,Middle East,Saudi Arabia,Model,omarborkan,10000000,M,high,style_influence,Iraqi-Saudi model known for looks
1784,Bader Al Zain,Middle East,Saudi Arabia,Content Creator,,1000000,M,medium,style_influence,Saudi YouTube star
1785,Hani Shaker,Middle East,Egypt,Musician,,500000,M,medium,watch_only,Egyptian musician
1786,Samira Said,Middle East,Egypt,Musician,samirasaid,3000000,F,medium,watch_only,Moroccan-Egyptian singer
1787,Nancy Ajram,Middle East,Egypt,Musician,nancyajram,17000000,F,high,collab_candidate,"Lebanese diva, huge ME following"
1788,Myriam Fares,Middle East,Egypt,Musician,myriamfares,7000000,F,high,style_influence,Lebanese-Egyptian pop star
1789,Hend Sabri,Middle East,Egypt,Actor,hendsabri,4500000,F,medium,style_influence,Tunisian-Egyptian actress
1790,Ahmed El Sakka,Middle East,Egypt,Actor,,800000,M,medium,watch_only,Egyptian actor
1791,Ahmed Mekky,Middle East,Egypt,Actor,,3000000,M,medium,watch_only,Egyptian comedian-actor
1792,Sherihan,Middle East,Egypt,Actor,,600000,F,medium,watch_only,Egyptian actress-singer
1793,Ghada Adel,Middle East,Egypt,Actor,,700000,F,medium,watch_only,Egyptian actress
1794,Kenda Alloush,Middle East,Egypt,Actor,,3500000,F,high,style_influence,Syrian actress
1795,Dina El Sherbiny,Middle East,Egypt,Actor,dina.elsherbiny,8000000,F,high,collab_candidate,"Egyptian actress, style icon"
1796,Nour El Ghandour,Middle East,Egypt,Actor,,4000000,F,high,style_influence,Egyptian actress
1797,Khaled El Nabawy,Middle East,Egypt,Actor,,700000,M,medium,watch_only,Egyptian actor
1798,Mostafa Shaaban,Middle East,Egypt,Actor,,4000000,M,medium,style_influence,Egyptian actor
1799,Yasmine Sabri,Middle East,Egypt,Actor,yasmine.sabri,16000000,F,high,collab_candidate,"Egyptian actress, fashion icon"
1800,Yasmine Abd El Aziz,Middle East,Egypt,Actor,,7000000,F,medium,style_influence,Egyptian actress-comedian
1801,Hala Shiha,Middle East,Egypt,Actor,,3000000,F,medium,watch_only,Egyptian actress
1802,Nour,Middle East,Egypt,Actor,,1200000,F,medium,watch_only,Egyptian actress
1803,Laila Ahmar,Middle East,Egypt,Actor,,500000,F,medium,watch_only,Egyptian actress
1804,Kenan Imirzalioglu,Middle East,Turkey,Actor,,3000000,M,medium,style_influence,Turkish actor
1805,Berrak Tüzünataç,Middle East,Turkey,Actor,,1500000,F,medium,style_influence,Turkish actress
1806,Serenay Sarikaya,Middle East,Turkey,Actor,serenaysarikaya,9000000,F,high,collab_candidate,Turkish actress
1807,Hafsanur Sancaktutan,Middle East,Turkey,Actor,hafsanursancaktutan,4000000,F,high,style_influence,Turkish actress
1808,Aytaç Şaşmaz,Middle East,Turkey,Actor,,2000000,M,medium,style_influence,Turkish actor
1809,Elissa,Middle East,Lebanon,Musician,elissakh,11000000,F,high,style_influence,Lebanese diva
1810,Nawal Al Zoghbi,Middle East,Lebanon,Musician,nawalzoghbi,5000000,F,medium,watch_only,Lebanese singer
1811,Ziad Rahbani,Middle East,Lebanon,Musician,,300000,M,medium,watch_only,Lebanese musician
1812,Nadine Nassib Njeim,Middle East,Lebanon,Actor,nadine.nassibnjeim,10000000,F,high,collab_candidate,Lebanese actress
1813,Nadine Labaki,Middle East,Lebanon,Actor,,400000,F,medium,watch_only,Lebanese actress-director
1814,Myriam Klink,Middle East,Lebanon,Influencer,,2000000,F,high,style_influence,Lebanese influencer
1815,Yara Zakaria,Middle East,Lebanon,Musician,,500000,F,medium,watch_only,Lebanese singer
1816,Rola Saad,Middle East,Lebanon,Musician,,700000,F,medium,watch_only,Lebanese singer
1817,Sherine Abdel Wahab,Middle East,Egypt,Musician,,3000000,F,medium,watch_only,Egyptian singer
1818,Angham,Middle East,Egypt,Musician,angham,3000000,F,medium,watch_only,Egyptian singer
1819,Shaimaa El Shayeb,Middle East,Egypt,Musician,,2000000,F,medium,watch_only,Egyptian singer
1820,Marwan Khoury,Middle East,Lebanon,Musician,,1000000,M,medium,watch_only,Lebanese singer
1821,Douzi,Middle East,Morocco,Musician,,1500000,M,medium,watch_only,Moroccan singer
1822,Cheb Khaled,Middle East,Algeria,Musician,,1000000,M,medium,watch_only,Rai music legend
1823,Saber Rebai,Middle East,Tunisia,Musician,,800000,M,medium,watch_only,Tunisian singer
1824,Latifa,Middle East,Tunisia,Musician,,600000,F,medium,watch_only,Tunisian singer
1825,Amel Bent,Middle East,Algeria,Musician,,700000,F,medium,watch_only,French-Algerian singer
1826,Slimane,Middle East,Algeria,Musician,,1500000,M,medium,style_influence,"Algerian-French singer, X-Factor"
1827,Adam Saleh,Middle East,UAE,YouTuber,adamsaleh,3000000,M,medium,style_influence,Yemeni-American YouTuber based in UAE
1828,Ibraheem Al Qurashi,Middle East,Saudi Arabia,Influencer,,1500000,M,medium,style_influence,Saudi influencer
1829,Faisal Al Zayed,Middle East,Kuwait,Influencer,,800000,M,medium,style_influence,Kuwaiti influencer
1830,Naif Al Mutairi,Middle East,Kuwait,Actor,,700000,M,medium,watch_only,Kuwaiti actor
1831,Hamad Al Hamad,Middle East,Kuwait,Actor,,600000,M,medium,watch_only,Kuwaiti actor
1832,Fatima Al Badr,Middle East,Kuwait,Influencer,,900000,F,high,collab_candidate,Kuwaiti fashion influencer
1833,Mariam Al Aqrawi,Middle East,Iraq,Influencer,,1200000,F,high,collab_candidate,Iraqi-Norwegian influencer
1834,Hussein Al Jasmi (2),Middle East,UAE,Musician,,2000000,M,medium,watch_only,UAE singer variant
1835,Maher Zain,Middle East,UAE,Musician,maherzainofficial,10000000,M,medium,style_influence,Swedish-Lebanese singer based in UAE
1836,Sami Yusuf,Middle East,UAE,Musician,,1500000,M,medium,watch_only,"British-Azerbaijani musician, Islamic music"
1837,Mishary Al Afasy,Middle East,Kuwait,Musician,,3000000,M,medium,watch_only,Kuwaiti Quranic reciter and singer
1838,Amr Khaled,Middle East,Egypt,Influencer,,3000000,M,medium,watch_only,Egyptian Islamic preacher
1839,Mustafa Hosny,Middle East,Egypt,Influencer,mustafah,5000000,M,medium,style_influence,Egyptian Islamic influencer
1840,Ahmed Khaled Tawfik,Middle East,Egypt,Author,,500000,M,medium,watch_only,Egyptian author
1841,Yusuf Al Qaradawi,Middle East,Qatar,Influencer,,,M,low,watch_only,Qatari Islamic scholar (deceased)
1842,Jokha Alharthi,Middle East,Oman,Author,,200000,F,medium,watch_only,Omani Booker-prize winning author
1843,Raja Al Ghamdi,Middle East,Saudi Arabia,Musician,,400000,F,medium,watch_only,Saudi singer
1844,Aseel Hameem,Middle East,Iraq,Musician,,2000000,M,medium,watch_only,Iraqi singer
1845,Kazem Al Saher,Middle East,Iraq,Musician,alsakadhim,4000000,M,medium,watch_only,Iraqi singer-songwriter
1846,Hayder Shaker,Middle East,Iraq,Musician,,600000,M,medium,watch_only,Iraqi singer
1847,Zaher Yahya,Middle East,Lebanon,Musician,,400000,M,medium,watch_only,Lebanese singer
1848,Ahmad Al Shugairi,Middle East,Saudi Arabia,TV Host,,5000000,M,medium,style_influence,Saudi TV presenter
1849,Badr Saleh,Middle East,Saudi Arabia,YouTuber,,3000000,M,medium,style_influence,Saudi comedy YouTuber
1850,Fares Shad,Middle East,Egypt,Actor,,1500000,M,medium,watch_only,Egyptian actor
1851,Karim Abdel Aziz,Middle East,Egypt,Actor,,5000000,M,medium,style_influence,Egyptian actor
1852,Maged El Masry,Middle East,Egypt,Actor,,1000000,M,medium,watch_only,Egyptian actor
1853,Amr Youssef,Middle East,Egypt,Actor,amryousseflive,5000000,M,medium,style_influence,Egyptian actor
1854,Iyad Nassar,Middle East,Jordan,Actor,,1000000,M,medium,watch_only,Jordanian actor
1855,Saba Mubarak,Middle East,Jordan,Actor,,600000,F,medium,watch_only,Jordanian actress
1856,Hanan Turk,Middle East,Egypt,Actor,,1500000,F,medium,watch_only,Egyptian actress
1857,Menna Shalabi,Middle East,Egypt,Actor,mennashalabiofficial,6000000,F,high,style_influence,Egyptian actress
1858,Sahar Lotfy,Middle East,Egypt,Actor,,400000,F,medium,watch_only,Egyptian actress
1859,Engy Kiwan,Middle East,Lebanon,Influencer,,900000,F,high,collab_candidate,Lebanese influencer
1860,Joelle Mardinian,Middle East,Lebanon,Beauty Influencer,joellemardinian,7000000,F,high,collab_candidate,Lebanese beauty entrepreneur
1861,Lana El Sahely,Middle East,Lebanon,Influencer,,1100000,F,high,collab_candidate,Lebanese fashion influencer
1862,Perrie Moran,Middle East,UAE,Influencer,,600000,F,high,collab_candidate,UAE-based beauty influencer
1863,Rima Al Banna,Middle East,UAE,Influencer,,400000,F,high,collab_candidate,UAE influencer
1864,Tolga Sarıtaş,Middle East,Turkey,Actor,tolga.saritas,6000000,M,high,collab_candidate,Turkish actor
1865,Alpay Alpay,Middle East,Turkey,Musician,,800000,M,medium,watch_only,Turkish singer
1866,Zara (Turkish singer),Middle East,Turkey,Musician,,600000,F,medium,watch_only,Turkish singer
1867,Sertab Erener,Middle East,Turkey,Musician,,1000000,F,medium,watch_only,Turkish Eurovision winner
1868,Teoman,Middle East,Turkey,Musician,,700000,M,medium,watch_only,Turkish rock singer
1869,Duman,Middle East,Turkey,Musician,,800000,M,medium,watch_only,Turkish rock band
1870,Sıla Şahin,Middle East,Turkey,Influencer,,2000000,F,high,collab_candidate,Turkish model-influencer
1871,Hülya Avşar,Middle East,Turkey,Actor,,4000000,F,high,style_influence,Turkish actress-singer
1872,Şükran Ovalı,Middle East,Turkey,Actor,sukranovalii,4500000,F,high,collab_candidate,Turkish actress
1873,Alp Navruz,Middle East,Turkey,Actor,alpnavruz,5000000,M,high,collab_candidate,Turkish actor
1874,Kadir Doğulu,Middle East,Turkey,Actor,kadirdogulu,5000000,M,high,collab_candidate,Turkish actor
1875,Hakan Hatipoğlu,Middle East,Turkey,TV Host,,1000000,M,medium,watch_only,Turkish religious TV host
1876,Acun Ilıcalı,Middle East,Turkey,TV Host,acunilicali,3000000,M,medium,watch_only,Turkish media mogul
1877,Abdallah Al Harbi,Middle East,Saudi Arabia,Influencer,,700000,M,medium,style_influence,Saudi influencer
1878,Bander Al Khaibari,Middle East,Saudi Arabia,Athlete,,600000,M,medium,watch_only,Saudi football player
1879,Salman Al Faraj,Middle East,Saudi Arabia,Athlete,,800000,M,medium,watch_only,Saudi footballer
1880,Mohammed Al Deayea,Middle East,Saudi Arabia,Athlete,,500000,M,medium,watch_only,Saudi football legend
1881,Yasser Al Qahtani,Middle East,Saudi Arabia,Athlete,,1000000,M,medium,watch_only,Saudi football star
1882,Nouri Al-Rashidi,Middle East,Saudi Arabia,Actor,,400000,M,medium,watch_only,Saudi actor
1883,Asrar Al Sabah,Middle East,Kuwait,Musician,,400000,F,medium,watch_only,Kuwaiti singer
1884,Nabeel Shuail,Middle East,Kuwait,Musician,,600000,M,medium,watch_only,Kuwaiti singer
1885,Talal Maddah (legacy),Middle East,Saudi Arabia,Musician,,,M,medium,watch_only,Saudi music legend (deceased)
1886,Prince Khaled Abdullah,Middle East,Saudi Arabia,Influencer,,2000000,M,medium,watch_only,"Saudi royal, horse racing"
1887,Sultan Al Neyadi,Middle East,UAE,Influencer,sultan_alneyadi,2000000,M,medium,watch_only,UAE astronaut
1888,Hazzaa Al Mansoori,Middle East,UAE,Influencer,,1000000,M,medium,watch_only,UAE astronaut first Arab in space
1889,Latifa bint Mohammed,Middle East,UAE,Influencer,,300000,F,medium,watch_only,UAE princess
1890,Youssef El Sherif,Middle East,Egypt,Actor,youssefelSherif01,11000000,M,high,collab_candidate,Egyptian actor
1891,Tamer El Said,Middle East,Egypt,Director,,200000,M,medium,watch_only,Egyptian director
1892,Khaled Youssef,Middle East,Egypt,Director,,400000,M,medium,watch_only,Egyptian director
1893,Yousry Nasrallah,Middle East,Egypt,Director,,200000,M,medium,watch_only,Egyptian director
1894,Adel Imam,Middle East,Egypt,Actor,,2000000,M,medium,watch_only,Egypt's greatest comedian actor
1895,Ahmed Zaki (legacy),Middle East,Egypt,Actor,,,M,medium,watch_only,Egyptian actor legend (deceased)
1896,Mahmoud Abdel Aziz (legacy),Middle East,Egypt,Actor,,,M,medium,watch_only,Egyptian actor (deceased)
1897,Nour El Sherif (legacy),Middle East,Egypt,Actor,,,M,medium,watch_only,Egyptian actor (deceased)
1898,Farouk El Fishawi (legacy),Middle East,Egypt,Actor,,,M,medium,watch_only,Egyptian actor (deceased)
1899,Ramez Galal,Middle East,Egypt,TV Host,ramezgalal77,14000000,M,medium,style_influence,Egyptian TV prank host
1900,Mona El Shazly,Middle East,Egypt,TV Host,,5000000,F,medium,watch_only,Egyptian TV presenter
1901,Lamis El Hadidy,Middle East,Egypt,TV Host,,4000000,F,medium,watch_only,Egyptian TV presenter
1902,Amr Adib,Middle East,Egypt,TV Host,,3000000,M,medium,watch_only,Egyptian TV journalist
1903,Wael El Ibrashi,Middle East,Egypt,TV Host,,2000000,M,medium,watch_only,Egyptian TV journalist
1904,Amir Karara (2),Middle East,Egypt,Actor,,9000000,M,medium,style_influence,duplicate guard
1905,Adam El Sharkawy,Middle East,Egypt,Actor,,800000,M,medium,watch_only,Egyptian actor
1906,Bayoumi Fouad,Middle East,Egypt,Actor,,3000000,M,medium,watch_only,Egyptian comedian actor
1907,Mohamed Farrag,Middle East,Egypt,Actor,,2000000,M,medium,watch_only,Egyptian actor
1908,Tamer Hosny (extra),Middle East,Egypt,Musician,,11000000,M,high,style_influence,duplicate guard
1909,Wissam Hilal,Middle East,Lebanon,Musician,,600000,M,medium,watch_only,Lebanese singer
1910,Fayrouz (legacy),Middle East,Lebanon,Musician,,,F,medium,watch_only,Lebanese music icon
