handle,name,country,iso_alpha2,iso_alpha3,region,hq_city,category,subcategory,business_type,business_model,price_tier,founded_year,ownership_type,is_public,stock_ticker,website,domain,instagram_url,linkedin_url,facebook_url,youtube_url,tiktok_handle,instagram_followers,employee_estimate,store_estimate,revenue_usd_estimate,naics_code,sic_code,is_d2c,is_manufacturer,is_retailer,is_luxury,is_smart_eyewear,has_manufacturing,sustainability_focus,description,tags,completeness_pct,confidence_pct,needs_reverification
gramoeyewear,Gramo Eyewear,Mexico,MX,MEX,Latin America,Mexico City,Independent Eyewear,,Brand,Brand,Mid-Range,2015,Private,False,,https://gramoeyewear.com,gramoeyewear.com,https://instagram.com/gramoeyewear,https://www.linkedin.com/company/gramo-eyewear/,,,,20000,,,,339115,3827,False,False,False,False,False,False,False,Mexican independent eyewear brand. Modern designs with Mexican heritage.,Design|Independent|Latin America|Mexican,79,65,True
grandoptics,Grand Optics,UAE,AE,ARE,Middle East,Dubai,Optical Retail,Optical,Retailer,Retailer,Mid-Premium,1998,Private,False,,https://grandoptics.com,grandoptics.com,https://instagram.com/grandoptics,https://www.linkedin.com/company/grand-optics/,,,,20000,,,,446130,5995,False,False,True,False,False,False,False,UAE premium optical retail chain.,Middle East|Optical Chain|Premium|Retailer|UAE,79,65,True
grandvision,GrandVision,Netherlands,NL,NLD,Europe,Schiphol,Optical Retail Chain,Optical,Retailer,Retail Chain,Budget-Mid,1891,Private,False,,https://grandvision.com,grandvision.com,https://instagram.com/grandvision,https://www.linkedin.com/company/grandvision/,https://facebook.com/GrandVision,,,30000,40000,7000,4500000000,446130,5995,False,False,True,False,False,True,False,"One of the world's largest optical retailers. Brands include Pearle, Vision Express, Apollo, For Eyes.",EssilorLuxottica|Global|Optical Chain|Retailer,99,75,True
greenvision_ottica,GreenVision Ottica,Italy,IT,ITA,Europe,Milan,Optical Retail,Optical,Retailer,Retailer,Mid-Range,2010,Private,False,,https://greenvision.it,greenvision.it,https://instagram.com/greenvision_ottica,https://www.linkedin.com/company/greenvision-ottica/,,,,5000,,,,446130,5995,False,False,True,False,False,False,False,Italian optical chain.,Italian|Optical Chain|Retailer,79,65,True
opticaslux,Grupo Ópticas Lux,Mexico,MX,MEX,Latin America,Mexico City,Optical Retail,Optical,Retailer,Retailer,Mid-Range,1940,Private,False,,https://opticaslux.com,opticaslux.com,https://instagram.com/opticaslux,https://www.linkedin.com/company/grupo-opticas-lux/,,,,50000,,,,446130,5995,False,False,True,False,False,False,False,Mexico's largest optical retail chain.,Mexico|Optical Chain|Latin America|Mexican|North America|Retailer,79,65,True
gucci,Gucci Eyewear,Italy,IT,ITA,Europe,Florence,Luxury Eyewear,Sunglasses,Fashion House,Kering Eyewear,Luxury,1921,Private,False,,https://gucci.com,gucci.com,https://instagram.com/gucci,https://www.linkedin.com/company/gucci/,https://facebook.com/GUCCI,https://youtube.com/@gucci,gucci,52000000,,,,339115,3827,False,False,False,True,False,False,False,Italian luxury house. Eyewear produced by Kering Eyewear.,Fashion House|Italian|Kering|Luxury,87,65,True
guess,Guess Eyewear,USA,US,USA,North America,Los Angeles,Fashion Eyewear,Sunglasses,Brand,Licensed (Marcolin),Mid-Range,1981,Private,False,,https://guess.com,guess.com,https://instagram.com/guess,https://www.linkedin.com/company/guess/,,,,4500000,,,,339115,3827,False,False,False,False,False,False,False,American fashion brand. Eyewear by Marcolin Group.,American|Fashion|Licensed|Marcolin,79,65,True
gulf-vision-optics,Gulf Vision Optics,,,,Global,,,Sunglasses,,,,2008,Private,False,,https://gulfvisionoptics.com,gulfvisionoptics.com,,,,,,,,,,339115,3827,False,False,False,False,False,False,False,"- **Gulf Vision Optics** — Country: UAE; HQ: Abu Dhabi; Founded: 2008; Type: Eyewear distributor; Stores: n/a; Revenue: n/a; Employees: n/a; Website: [Gulf Vision Optics](https://www.gulfvisionoptics.com); Products: frames, kids glasses, budget sunglasses, Rx lenses; Description: B2B distributor focused on clinics/retailers. ([Eyewearglobo](https://www.eyewearglobo.com/top-20-eyewear-companies-in-the-uae-for-wholesale-retail/))",,34,50,True
gunnaroptiks,Gunnar Optiks,USA,US,USA,North America,"Carlsbad, CA",Blue Light Eyewear,,Brand,Brand,Mid-Range,2006,Private,False,,https://gunnar.com,gunnar.com,https://instagram.com/gunnaroptiks,https://www.linkedin.com/company/gunnar-optiks/,https://facebook.com/GunnarOptiks,https://youtube.com/@GunnarOptiks,,85000,50,0,20000000,339115,3827,False,False,False,False,False,False,False,Pioneer in blue light blocking gaming glasses. Patented lens technology.,Blue Light|Brand|Digital Wellness|Gaming|Technology,96,65,True
generaledoptique,Générale d'Optique,France,FR,FRA,Europe,Paris,Optical Retail,Optical,Retailer,Retailer (GrandVision/EssilorLuxottica),Budget-Mid,1993,Private,False,,https://generale-optique.com,generale-optique.com,https://instagram.com/generaledoptique,https://www.linkedin.com/company/generale-d-optique/,,,,10000,,,,446130,5995,False,False,True,False,False,False,False,French budget optical chain. Part of GrandVision.,Budget|EssilorLuxottica|French|Retailer,79,65,True
g-ral-g-zl-k-i-malat-a,Göral Gözlük İmalat A.Ş.,,,,Global,,,,,,,2000,Private,False,,https://goralgozluk.com,goralgozluk.com,,,,,,,,,,339115,3827,False,False,False,False,True,True,False,"- **Göral Gözlük İmalat A.Ş.** — Country: Turkey; HQ: Ankara; Founded: 2000; Type: Manufacturer (OEM/private label + brands); Stores: n/a; Revenue: n/a; Employees: n/a; Website: [Göral Gözlük](https://goralgozluk.com); Products: acetate/metal/TR90 frames, clip-ons; Description: Ankara-based eyewear producer with in-house brands and OEM/private label services. ([Eyewearglobo](https://www.eyewearglobo.com/top-20-eyewear-manufacturers-in-turkey-are-there-reliable-glasses-factories-in-turkey/))",,34,50,True
goetti_switzerland,Götti Switzerland,Switzerland,CH,CHE,Europe,Lucerne,Independent Eyewear,,Independent Brand,Brand,Premium,1998,Private,False,,https://goetti.ch,goetti.ch,https://instagram.com/goetti_switzerland,https://www.linkedin.com/company/gotti-switzerland/,https://facebook.com/GoettiSwitzerland,,,15000,30,,10000000,339115,3827,False,False,False,False,False,False,True,Swiss independent eyewear. Known for precision and 3D-printed titanium.,3D Printing|Independent|Precision|Swiss|Titanium,91,65,True
g-z-m-optik,Gözüm Optik,,,,Global,,,Both,,,,2001,Private,False,,https://gozumoptiklens.com,gozumoptiklens.com,,,,,,,,,,339115,3827,False,False,False,False,False,False,False,"- **Gözüm Optik** — Country: Turkey; HQ: Turkey; Founded: 2001; Type: Optical retailer; Stores: n/a; Revenue: n/a; Employees: n/a; Website: [Emaar Square Mall listing](https://www.emaarsquaremall.com/en/shop/gozum-optik/413/); Products: sunglasses, optical frames, contact lenses; Description: Retailer established 2001 per mall listing, positioning as leading optical retailer. ([Emaar Square Mall](https://www.emaarsquaremall.com/en/shop/gozum-optik/413/))",,34,50,True
h-w-contact-lens-h-w-lens,H.W. Contact Lens (H.W Lens),,,,Global,,,,,,,1980,Private,False,,https://hwlens.com,hwlens.com,,,,,,,,,,339115,3827,False,False,False,False,False,False,False,- **H.W. Contact Lens (H.W Lens)** — Country: Egypt; HQ: Egypt; Founded: 1980; Type: Contact lens manufacturing lab; Stores: n/a; Revenue: n/a; Employees: n/a; Website: [H.W Lens](http://www.hwlens.com); Products: contact lenses; Description: Contact lens manufacturing laboratory describing itself as leading in Egypt and the Middle East with production since 1980. ([H.W Lens](http://www.hwlens.com)),,34,50,True
hackett,Hackett Eyewear,UK,GB,GBR,Europe,London,Fashion Eyewear,,Brand,Licensed,Mid-Premium,1979,Private,False,,https://hackett.com,hackett.com,https://instagram.com/hackett,https://www.linkedin.com/company/hackett/,,,,90000,,,,339115,3827,False,False,False,False,False,False,False,British menswear brand. Eyewear extension.,British|Fashion|Licensed|Menswear,79,65,True
haffmansneumeister,Haffmans & Neumeister,Germany,DE,DEU,Europe,Cologne,Independent Eyewear,,Brand,Brand,Premium,2016,Private,False,,https://haffmansneumeister.com,haffmansneumeister.com,https://instagram.com/haffmansneumeister,https://www.linkedin.com/company/haffmans-neumeister/,,,,12000,,,,339115,3827,False,False,False,False,False,False,False,"German independent eyewear. Minimalist, precise designs.",German|Independent|Minimalist|Precise,79,65,True
hakimoptical,Hakim Optical,Canada,CA,CAN,North America,Toronto,Optical Retail,Optical,Retailer,Retailer,Budget-Mid,1967,Private,False,,https://hakimoptical.ca,hakimoptical.ca,https://instagram.com/hakimoptical,https://www.linkedin.com/company/hakim-optical/,,,,10000,,,,446130,5995,False,False,True,False,False,False,False,Canadian optical retail chain. 160+ stores.,Canadian|Optical Chain|Retailer,79,65,True
halliday-glasses,Halliday Glasses,Shenzhen,,,Global,,,,,,,,Private,False,,https://hallidayglobal.com,hallidayglobal.com,,https://www.linkedin.com/company/halliday-glasses/,,,,,,,,339115,3827,False,False,False,False,True,False,False,"- **Halliday Glasses**: China, Shenzhen, N/A, AR smart glasses, N/A, 0, N/A, [hallidayglobal.com](https://hallidayglobal.com/), Proactive AI glasses with invisible display, Shenzhen startup with direct-to-eye projection AI glasses controlled by ring.",,37,50,True
hansanders,Hans Anders,Netherlands,NL,NLD,Europe,Gorinchem,Optical Retail,Optical,Retailer,Retailer (GrandVision/EssilorLuxottica),Budget-Mid,1982,Private,False,,https://hansanders.nl,hansanders.nl,https://instagram.com/hansanders,https://www.linkedin.com/company/hans-anders/,,,,25000,,,,446130,5995,False,False,True,False,False,False,False,Dutch optical retail chain. Budget-friendly. Part of GrandVision.,Budget|Dutch|EssilorLuxottica|Optical Chain|Retailer,79,65,True
hapter_eyewear,Hapter,Italy,IT,ITA,Europe,Belluno,Independent Eyewear,,Brand,Brand,Premium,2015,Private,False,,https://hapter.com,hapter.com,https://instagram.com/hapter_eyewear,https://www.linkedin.com/company/hapter/,,,,18000,,,,339115,3827,False,False,False,False,False,False,False,Italian eyewear with unique rubber-coated finish.,Independent|Innovative|Italian|Rubber|Unique,79,65,True
harleydavidson,Harley-Davidson Eyewear,USA,US,USA,North America,Milwaukee,Fashion Eyewear,,Brand,Licensed (Marcolin),Mid-Range,1903,Private,False,,https://harley-davidson.com,harley-davidson.com,https://instagram.com/harleydavidson,https://www.linkedin.com/company/harley-davidson/,,,,2800000,,,,339115,3827,False,False,False,False,False,False,False,American motorcycle brand. Lifestyle eyewear by Marcolin.,American|Fashion|Licensed|Lifestyle|Marcolin|Motorcycle,79,65,True
havaianas,Havaianas Eyewear,Brazil,BR,BRA,Latin America,São Paulo,Fashion Eyewear,Sunglasses,Brand,Licensed (Safilo),Budget-Mid,1962,Private,False,,https://havaianas.com,havaianas.com,https://instagram.com/havaianas,https://www.linkedin.com/company/havaianas/,,,,1200000,,,,339115,3827,False,False,False,False,False,False,False,Brazilian beach brand. Colorful sunglasses by Safilo.,Beach|Brazilian|Colorful|Fashion|Licensed|Safilo,79,65,True
hawkeyewear,Hawk Eyewear,Turkey,TR,TUR,Middle East,Istanbul,Fashion Eyewear,Sunglasses,Brand,Brand,Budget-Mid,2005,Private,False,,https://hawkeyewear.com,hawkeyewear.com,https://instagram.com/hawkeyewear,https://www.linkedin.com/company/hawkeyewear/,,,,45000,,,,339115,3827,False,False,False,False,False,False,False,Turkish fashion sunglasses brand.,Brand|Fashion|Middle East|Turkish,79,65,True
hawkers,Hawkers,Spain,ES,ESP,Europe,Elche,D2C Eyewear,Sunglasses,D2C Brand,D2C / Omnichannel,Budget,2013,Private,False,,https://hawkersco.com,hawkersco.com,https://instagram.com/hawkers,https://www.linkedin.com/company/hawkersco/,https://facebook.com/HawkersCo,https://youtube.com/@HawkersCo,hawkers,2100000,300,30,100000000,454110,5961,False,False,False,False,False,False,False,Spanish D2C sunglasses brand. One of the most successful European D2C eyewear stories. Massive social media following.,B2C|D2C|Disruptor|Influencer|Social Media|Spanish|Sunglasses,96,65,True
hazecollection,Haze Collection,South Korea,KR,KOR,East Asia,Seoul,Independent Eyewear,,Brand,Brand,Mid-Premium,2013,Private,False,,https://hazecollection.com,hazecollection.com,https://instagram.com/hazecollection,https://www.linkedin.com/company/hazecollection/,,,,8500,,,,339115,3827,False,False,False,False,False,False,False,"Korean designer eyewear. Minimalist, modern aesthetic.",Designer|Independent|Korean|Minimalist,79,65,True
helenkeller_eyewear,Helen Keller Eyewear,China,CN,CHN,East Asia,Shanghai,Fashion Eyewear,Sunglasses,Brand,Brand,Mid-Range,2000,Private,False,,https://helenkeller.cn,helenkeller.cn,https://instagram.com/helenkeller_eyewear,https://www.linkedin.com/company/helen-keller-eyewear/,,,,50000,,,,339115,3827,False,False,False,False,False,False,False,Chinese fashion eyewear brand. Named after Helen Keller.,Brand|Chinese|Domestic|Fashion,79,65,True
henaueyewear,Henau Eyewear,Belgium,BE,BEL,Europe,Antwerp,Independent Eyewear,,Brand,Brand,Mid-Premium,2014,Private,False,,https://henau.com,henau.com,https://instagram.com/henaueyewear,https://www.linkedin.com/company/henau/,,,,15000,,,,339115,3827,False,False,False,False,False,False,False,Belgian independent eyewear. Bold acetate designs.,Acetate|Belgian|Bold|Independent,79,65,True
henryjullien,Henry Jullien,France,FR,FRA,Europe,Morez,Heritage Eyewear,,Brand/Manufacturer,Brand/Manufacturer,Premium,1849,Private,False,,https://henry-jullien.com,henry-jullien.com,https://instagram.com/henryjullien,https://www.linkedin.com/company/henry-jullien/,,,,12000,,,,339115,3827,False,False,False,False,False,False,False,French heritage eyewear from Morez (Jura). Gold-plated frames since 1849.,100+ Years|French|Gold|Heritage|Independent|Morez,79,65,True
hilcovision,Hilco Vision,USA,US,USA,North America,"Plainville, MA",Accessories/Specialty,,Manufacturer,Manufacturer,,1971,Private,False,,https://hilcovision.com,hilcovision.com,https://instagram.com/hilcovision,https://www.linkedin.com/company/hilco-vision/,,,,5000,,,,339115,3827,False,True,False,False,False,False,False,Eyewear accessories and specialty products.,Accessories|American|B2B,76,65,True
himalayaoptical,Himalaya Quartz Optical,India,IN,IND,South Asia,New Delhi,Optical Retail Chain,Optical,Retailer,Retail Chain,Mid-Range,1955,Private,False,,https://himalayaoptical.com,himalayaoptical.com,https://instagram.com/himalayaoptical,https://www.linkedin.com/company/himalaya-quartz-optical/,https://facebook.com/HimalayaOptical,,,5000,300,30,15000000,446130,5995,False,False,True,False,False,False,False,Heritage Indian optical retailer based in Delhi.,Heritage|India|Optical Chain|Retailer,91,65,True
hoeteyewear,Hoet Eyewear,Belgium,BE,BEL,Europe,Bruges,Independent Eyewear,,Independent Brand,Brand,Prestige,1884,Private,False,,https://hoet.be,hoet.be,https://instagram.com/hoeteyewear,https://www.linkedin.com/company/hoet/,,,,22000,20,,5000000,339115,3827,False,False,False,True,False,False,False,Belgian luxury eyewear. Pioneer in 3D-printed titanium frames. HOET Couture line.,3D Printing|Belgian|Independent|Innovation|Luxury|Titanium,90,65,True
hoffmanneyewear,Hoffmann Natural Eyewear,Germany,DE,DEU,Europe,Stadtallendorf,Independent Eyewear,,Independent Brand,Brand,Premium,1978,Private,False,,https://hoffmann-eyewear.com,hoffmann-eyewear.com,https://instagram.com/hoffmanneyewear,https://www.linkedin.com/company/hoffmann-natural-eyewear/,,,,12000,30,,5000000,339115,3827,False,False,False,False,False,True,True,German eyewear made from natural buffalo horn. Handcrafted.,German|Handcrafted|Heritage|Horn|Independent|Natural,87,65,True
honeywell,Honeywell Safety Eyewear,USA,US,USA,North America,"Charlotte, NC",Safety Eyewear,,Brand,Brand (Honeywell),Budget-Mid,1906,Private,False,,https://honeywell.com,honeywell.com,https://instagram.com/honeywell,https://www.linkedin.com/company/honeywell-safety/,,,,850000,,,,339113,3842,False,False,False,False,False,False,False,Industrial safety eyewear. Major workplace safety brand.,American|Brand|Industrial|Large|Safety,79,65,True
hongchen-optical,Hongchen Optical,China,CN,CHN,East Asia,Wenzhou,Manufacturer,,Manufacturer,Manufacturer/OEM,Budget,2000,Private,False,,,,,,,,,,,,,339115,3827,False,True,False,False,False,True,False,Chinese OEM eyewear manufacturer.,B2B|Chinese|Manufacturer|OEM,62,30,True
hoyavisioncare,Hoya Corporation,Japan,JP,JPN,East Asia,Tokyo,Lens Manufacturer,,Manufacturer,Manufacturer,Premium,1941,Public,True,7741.T,https://hoya.com,hoya.com,https://instagram.com/hoyavisioncare,https://www.linkedin.com/company/hoya-corporation/,https://facebook.com/HOYAVisionCare,https://youtube.com/@HOYAVisionCare,,18000,37000,,5800000000,339115,3827,False,True,False,False,False,True,False,One of the world's largest ophthalmic lens manufacturers. Also produces medical devices and electronics.,Japanese|Lens Manufacturer|Premium|Public Company|Technology,96,75,True
hoyavision,Hoya Vision Care,Japan,JP,JPN,East Asia,Tokyo,Lens Manufacturer,,Manufacturer,Manufacturer (Hoya),Mid-Premium,1941,Private,False,,https://hoyavision.com,hoyavision.com,https://instagram.com/hoyavision,https://www.linkedin.com/company/hoya-vision-care/,,,,22000,,,,339115,3827,False,True,False,False,False,True,False,Major global ophthalmic lens manufacturer.,Japanese|Large|Lenses|Manufacturer|Public Company,79,65,True
huawei,Huawei Eyewear,China,CN,CHN,East Asia,Shenzhen,Smart Eyewear,,Tech Company,Tech/Brand,Mid-Premium,1987,Private,False,,https://huawei.com,huawei.com,https://instagram.com/huawei,https://www.linkedin.com/company/huawei/,,,,85000000,,,,334220,3669,False,False,False,False,True,False,False,Huawei smart glasses. Collaboration with Gentle Monster.,Chinese|Gentle Monster|Huawei|Smart Eyewear|Tech,79,65,True
